code_presentation,code_module,final_result,date_unregistration,num_of_prev_attempts,studied_credits,date_registration,id_student
2014B,FFF,Withdrawn,-10,0,60,-116,619205
2014B,FFF,Pass,,0,60,-74,619341
2014B,FFF,Pass,,0,90,-29,619410
2014B,FFF,Distinction,,0,60,-89,619461
2014B,FFF,Withdrawn,-5,0,180,-51,619887
2014B,FFF,Withdrawn,172,0,120,-25,619921
2014B,FFF,Withdrawn,118,0,60,-114,619974
2014B,FFF,Withdrawn,103,0,60,-103,620004
2014B,FFF,Pass,,0,60,-87,620081
2014B,FFF,Withdrawn,89,0,60,-72,620112
2014B,FFF,Pass,,0,60,-95,620200
2014B,FFF,Fail,,0,75,-65,620277
2014B,FFF,Fail,,0,120,-109,620320
2014B,FFF,Withdrawn,-5,0,120,-110,620337
2014B,FFF,Withdrawn,3,0,90,-52,620356
2014B,FFF,Withdrawn,-11,0,60,-110,620364
2014B,FFF,Fail,,0,60,-110,620399
2014B,FFF,Fail,,0,60,-107,620423
2014B,FFF,Withdrawn,9,0,90,-71,620430
2014B,FFF,Pass,,0,60,-93,620473
2014B,FFF,Fail,,0,90,-82,620498
2014B,FFF,Pass,,0,120,-68,620801
2014B,FFF,Pass,,0,60,-57,620819
2014B,FFF,Fail,,0,60,-99,620933
2014B,FFF,Pass,,0,60,-107,621345
2014B,FFF,Fail,,0,60,-82,621370
2014B,FFF,Fail,,0,60,-28,621433
2014B,FFF,Pass,,0,60,-90,621436
2014B,FFF,Pass,,0,90,-57,621441
2014B,FFF,Fail,,0,120,-107,621464
2014B,FFF,Pass,,0,120,-44,621475
2014B,FFF,Pass,,0,120,-89,621531
2014B,FFF,Pass,,0,60,-106,621580
2014B,FFF,Withdrawn,6,0,120,-106,621675
2014B,FFF,Fail,,0,60,-106,621682
2014B,FFF,Fail,,0,60,-73,621690
2014B,FFF,Pass,,0,90,-99,621696
2014B,FFF,Fail,,0,60,-80,621698
2014B,FFF,Pass,,0,90,-103,621722
2014B,FFF,Fail,,0,60,-102,621741
2014B,FFF,Pass,,0,60,-103,621881
2014B,FFF,Withdrawn,34,0,120,-75,621909
2014B,FFF,Pass,,0,60,-22,621952
2014B,FFF,Pass,,0,60,-103,621971
2014B,FFF,Withdrawn,4,0,60,-103,621990
2014B,FFF,Pass,,0,60,-95,621998
2014B,FFF,Withdrawn,-71,0,150,-72,622038
2014B,FFF,Distinction,,0,60,-66,622096
2014B,FFF,Fail,,0,120,-57,622130
2014B,FFF,Withdrawn,-46,0,60,-101,622164
2014B,FFF,Withdrawn,72,0,60,-51,622218
2014B,FFF,Withdrawn,-60,0,90,-101,622239
2014B,FFF,Pass,,0,90,-99,622278
2014B,FFF,Distinction,,0,60,-64,622374
2014B,FFF,Fail,,0,120,-99,622392
2014B,FFF,Fail,,0,120,-95,622430
2014B,FFF,Pass,,0,60,-96,622442
2014B,FFF,Withdrawn,226,0,90,-81,622639
2014B,FFF,Distinction,,0,60,-68,622686
2014B,FFF,Pass,,0,90,-99,622701
2014B,FFF,Pass,,0,60,-41,622859
2014B,FFF,Withdrawn,-11,0,60,-97,622894
2014B,FFF,Withdrawn,0,0,90,-93,622897
2014B,FFF,Withdrawn,12,0,90,-45,622899
2014B,FFF,Withdrawn,128,0,60,-25,622918
2014B,FFF,Pass,,0,60,-99,622935
2014B,FFF,Pass,,0,60,-67,622976
2014B,FFF,Fail,,0,60,-59,623138
2014B,FFF,Pass,,0,90,-41,623180
2014B,FFF,Withdrawn,0,0,60,-96,623232
2014B,FFF,Fail,,0,120,-45,623263
2014B,FFF,Distinction,,0,90,-95,623314
2014B,FFF,Withdrawn,23,0,60,-85,623326
2014B,FFF,Withdrawn,44,0,150,-27,623352
2014B,FFF,Withdrawn,100,0,60,-75,623366
2014B,FFF,Fail,,0,90,-90,623419
2014B,FFF,Pass,,0,60,-82,623433
2014B,FFF,Pass,,0,60,-95,623438
2014B,FFF,Fail,,0,90,-44,623456
2014B,FFF,Fail,,0,60,-23,623474
2014B,FFF,Fail,,0,60,-86,623496
2014B,FFF,Pass,,0,60,-60,623537
2014B,FFF,Fail,,0,90,-86,623542
2014B,FFF,Fail,,0,60,-93,623554
2014B,FFF,Withdrawn,53,0,60,-17,623568
2014B,FFF,Pass,,0,60,-69,623579
2014B,FFF,Pass,,0,90,-79,623687
2014B,FFF,Fail,,0,90,-34,623786
2014B,FFF,Withdrawn,-3,0,120,-88,623917
2014B,FFF,Distinction,,0,60,-89,623924
2014B,FFF,Withdrawn,-11,0,60,-53,623939
2014B,FFF,Pass,,0,60,-17,623948
2014B,FFF,Fail,,0,120,-68,624014
2014B,FFF,Withdrawn,-16,0,60,-89,624056
2014B,FFF,Fail,,0,120,-78,624152
2014B,FFF,Pass,,0,90,-89,624178
2014B,FFF,Withdrawn,87,0,60,-89,624187
2014B,FFF,Pass,,0,60,-86,624197
2014B,FFF,Withdrawn,-46,0,90,-71,624243
2014B,FFF,Fail,,0,60,-88,624259
2014B,FFF,Pass,,0,60,-75,624344
2014B,FFF,Withdrawn,45,0,60,-88,624376
2014B,FFF,Fail,,0,90,-15,624499
2014B,FFF,Fail,,0,60,-87,624556
2014B,FFF,Pass,,0,60,-22,624586
2014B,FFF,Pass,,0,120,-82,624591
2014B,FFF,Withdrawn,34,0,60,-54,624718
2014B,FFF,Pass,,0,60,-73,624751
2014B,FFF,Pass,,0,60,-28,624763
2014B,FFF,Withdrawn,83,0,60,-24,624772
2014B,FFF,Pass,,0,60,-82,624773
2014B,FFF,Pass,,0,120,-40,624946
2014B,FFF,Withdrawn,0,0,60,-79,624959
2014B,FFF,Withdrawn,82,0,60,-78,624967
2014B,FFF,Withdrawn,118,0,60,-22,624975
2014B,FFF,Pass,,0,120,-57,624981
2014B,FFF,Fail,,0,60,-65,625004
2014B,FFF,Withdrawn,146,0,120,-82,625034
2014B,FFF,Withdrawn,11,0,60,-27,625043
2014B,FFF,Fail,,0,60,-64,625073
2014B,FFF,Fail,,0,60,-22,625075
2014B,FFF,Withdrawn,90,0,60,-82,625182
2014B,FFF,Distinction,,0,90,-41,625191
2014B,FFF,Withdrawn,-8,0,60,-80,625229
2014B,FFF,Pass,,0,60,-82,625291
2014B,FFF,Pass,,0,60,-82,625303
2014B,FFF,Pass,,0,60,-82,625306
2014B,FFF,Withdrawn,3,0,120,-82,625341
2014B,FFF,Pass,,0,60,-53,625349
2014B,FFF,Fail,,0,60,-57,625361
2014B,FFF,Withdrawn,0,0,120,-82,625373
2014B,FFF,Fail,,0,60,-81,625394
2014B,FFF,Pass,,0,60,-80,625406
2014B,FFF,Fail,,0,60,-80,625500
2014B,FFF,Pass,,0,60,-81,625536
2014B,FFF,Pass,,0,60,-51,625548
2014B,FFF,Distinction,,0,60,-75,625566
2014B,FFF,Pass,,0,60,-80,625588
2014B,FFF,Withdrawn,178,0,60,-79,625609
2014B,FFF,Fail,,0,60,-79,625642
2014B,FFF,Withdrawn,17,0,60,-59,625667
2014B,FFF,Distinction,,0,120,-45,625753
2014B,FFF,Withdrawn,223,0,90,-27,625793
2014B,FFF,Pass,,0,120,-80,625794
2014B,FFF,Withdrawn,123,0,60,-25,625800
2014B,FFF,Withdrawn,31,0,60,-79,625812
2014B,FFF,Withdrawn,39,0,60,-25,625828
2014B,FFF,Withdrawn,-30,0,60,-73,625885
2014B,FFF,Withdrawn,-18,0,90,-78,625903
2014B,FFF,Fail,,0,60,-40,625977
2014B,FFF,Withdrawn,0,0,120,-79,625986
2014B,FFF,Fail,,0,90,-68,625995
2014B,FFF,Withdrawn,-16,0,60,-78,626047
2014B,FFF,Pass,,0,60,-54,626103
2014B,FFF,Distinction,,0,60,-71,626128
2014B,FFF,Withdrawn,6,0,60,-75,626174
2014B,FFF,Pass,,0,120,-72,626198
2014B,FFF,Pass,,0,90,-24,626231
2014B,FFF,Pass,,0,60,-57,626259
2014B,FFF,Withdrawn,0,0,90,-75,626281
2014B,FFF,Withdrawn,46,0,60,-75,626320
2014B,FFF,Distinction,,0,60,-74,626326
2014B,FFF,Withdrawn,158,0,90,-65,626349
2014B,FFF,Withdrawn,67,0,60,-60,626403
2014B,FFF,Distinction,,0,60,-75,626419
2014B,FFF,Withdrawn,-40,0,120,-75,626422
2014B,FFF,Distinction,,0,60,-74,626448
2014B,FFF,Fail,,0,120,-29,626469
2014B,FFF,Fail,,0,60,-65,626473
2014B,FFF,Fail,,0,60,-17,626530
2014B,FFF,Pass,,0,60,-22,626537
2014B,FFF,Withdrawn,152,0,120,-75,626539
2014B,FFF,Pass,,0,60,-74,626644
2014B,FFF,Withdrawn,151,0,60,-17,626692
2014B,FFF,Withdrawn,131,0,90,-60,626700
2014B,FFF,Pass,,0,90,-74,626765
2014B,FFF,Withdrawn,97,0,90,-74,626777
2014B,FFF,Pass,,0,90,-53,626778
2014B,FFF,Fail,,0,60,-54,626801
2014B,FFF,Pass,,0,60,-24,626828
2014B,FFF,Withdrawn,-28,0,60,-45,626875
2014B,FFF,Pass,,0,60,-65,626878
2014B,FFF,Pass,,0,60,-66,626881
2014B,FFF,Pass,,0,120,-45,626890
2014B,FFF,Pass,,0,60,-68,626987
2014B,FFF,Pass,,0,60,-50,627022
2014B,FFF,Withdrawn,125,0,60,-47,627026
2014B,FFF,Pass,,0,60,-65,627061
2014B,FFF,Distinction,,0,60,-44,627067
2014B,FFF,Fail,,0,60,-44,627126
2014B,FFF,Pass,,0,60,-15,627145
2014B,FFF,Fail,,0,90,-64,627176
2014B,FFF,Withdrawn,89,0,60,-51,627238
2014B,FFF,Distinction,,0,60,-68,627247
2014B,FFF,Withdrawn,215,0,90,-67,627280
2014B,FFF,Pass,,0,90,-51,627307
2014B,FFF,Withdrawn,-17,0,120,-22,627333
2014B,FFF,Withdrawn,89,0,120,-1,627366
2014B,FFF,Withdrawn,-47,0,60,-59,627379
2014B,FFF,Withdrawn,0,0,60,-50,627383
2014B,FFF,Withdrawn,-1,0,120,-65,627395
2014B,FFF,Distinction,,0,60,-43,627417
2014B,FFF,Pass,,0,60,-45,627442
2014B,FFF,Pass,,0,60,-24,627468
2014B,FFF,Distinction,,0,60,-64,627521
2014B,FFF,Withdrawn,-12,0,60,-68,627522
2014B,FFF,Withdrawn,218,0,120,-22,627524
2014B,FFF,Fail,,0,90,-59,627569
2014B,FFF,Pass,,0,60,-58,627595
2014B,FFF,Distinction,,0,60,-68,627620
2014B,FFF,Pass,,0,60,-68,627622
2014B,FFF,Withdrawn,-65,0,120,-68,627651
2014B,FFF,Distinction,,0,60,-68,627679
2014B,FFF,Distinction,,0,60,-68,627692
2014B,FFF,Distinction,,0,90,-68,627717
2014B,FFF,Withdrawn,47,0,60,-67,627727
2014B,FFF,Withdrawn,141,0,60,-67,627751
2014B,FFF,Withdrawn,208,0,120,-8,627808
2014B,FFF,Withdrawn,55,0,60,-65,627840
2014B,FFF,Withdrawn,37,0,60,-61,627847
2014B,FFF,Pass,,0,90,-61,627860
2014B,FFF,Pass,,0,60,-67,627886
2014B,FFF,Pass,,0,60,-67,628004
2014B,FFF,Withdrawn,-4,0,90,-24,628010
2014B,FFF,Pass,,0,60,-29,628034
2014B,FFF,Fail,,0,90,-66,628038
2014B,FFF,Pass,,0,60,-54,628058
2014B,FFF,Pass,,0,60,-45,628098
2014B,FFF,Fail,,0,60,-22,628110
2014B,FFF,Pass,,0,60,-54,628114
2014B,FFF,Pass,,0,60,-20,628117
2014B,FFF,Pass,,0,90,-24,628140
2014B,FFF,Fail,,0,120,-45,628141
2014B,FFF,Fail,,0,120,-64,628143
2014B,FFF,Pass,,0,60,-15,628152
2014B,FFF,Pass,,0,60,-17,628174
2014B,FFF,Withdrawn,9,0,120,-29,628296
2014B,FFF,Fail,,0,60,-66,628307
2014B,FFF,Withdrawn,193,0,120,28,628323
2014B,FFF,Distinction,,0,60,-65,628361
2014B,FFF,Fail,,0,60,-40,628370
2014B,FFF,Pass,,0,60,-34,628443
2014B,FFF,Withdrawn,221,0,60,-15,628476
2014B,FFF,Pass,,0,90,-57,628561
2014B,FFF,Withdrawn,-47,0,120,-61,628666
2014B,FFF,Pass,,0,60,-28,628720
2014B,FFF,Fail,,0,90,-57,628725
2014B,FFF,Withdrawn,-10,0,120,-61,628736
2014B,FFF,Fail,,0,90,-61,628803
2014B,FFF,Fail,,0,60,-36,628837
2014B,FFF,Pass,,0,120,-17,628841
2014B,FFF,Withdrawn,171,0,90,-29,628846
2014B,FFF,Fail,,0,60,-60,628925
2014B,FFF,Pass,,0,120,-59,628972
2014B,FFF,Fail,,0,120,-25,628978
2014B,FFF,Pass,,0,60,-15,628995
2014B,FFF,Pass,,0,60,-22,629022
2014B,FFF,Pass,,0,60,-23,629096
2014B,FFF,Fail,,0,60,-59,629119
2014B,FFF,Fail,,0,60,-23,629120
2014B,FFF,Withdrawn,142,0,60,-52,629163
2014B,FFF,Withdrawn,122,0,60,-59,629182
2014B,FFF,Withdrawn,-18,0,60,-45,629228
2014B,FFF,Withdrawn,53,0,90,-57,629231
2014B,FFF,Pass,,0,60,-17,629244
2014B,FFF,Fail,,0,60,-53,629267
2014B,FFF,Pass,,0,60,-34,629291
2014B,FFF,Pass,,0,120,-54,629303
2014B,FFF,Fail,,0,60,-51,629386
2014B,FFF,Withdrawn,0,0,90,-57,629404
2014B,FFF,Pass,,0,90,-36,629414
2014B,FFF,Withdrawn,87,0,60,-28,629459
2014B,FFF,Withdrawn,219,0,60,-25,629522
2014B,FFF,Pass,,0,60,-22,629540
2014B,FFF,Pass,,0,60,-52,629541
2014B,FFF,Withdrawn,-8,0,120,-54,629543
2014B,FFF,Pass,,0,60,-23,629603
2014B,FFF,Fail,,0,90,-34,629613
2014B,FFF,Fail,,0,60,-22,629655
2014B,FFF,Pass,,0,120,-54,629692
2014B,FFF,Pass,,0,120,-45,629693
2014B,FFF,Withdrawn,0,0,60,-54,629735
2014B,FFF,Pass,,0,60,-51,629739
2014B,FFF,Withdrawn,95,0,60,-45,629762
2014B,FFF,Fail,,0,60,-25,629767
2014B,FFF,Fail,,0,60,-41,629867
2014B,FFF,Distinction,,0,60,-53,629873
2014B,FFF,Fail,,0,60,-43,629879
2014B,FFF,Pass,,0,60,-43,629881
2014B,FFF,Fail,,0,60,-44,629918
2014B,FFF,Withdrawn,81,0,90,-39,629928
2014B,FFF,Pass,,0,60,-29,629938
2014B,FFF,Fail,,0,60,-45,629993
2014B,FFF,Pass,,0,60,-36,630013
2014B,FFF,Distinction,,0,60,-52,630015
2014B,FFF,Withdrawn,13,0,60,-45,630032
2014B,FFF,Fail,,0,60,-52,630038
2014B,FFF,Pass,,0,60,-45,630045
2014B,FFF,Pass,,0,90,-50,630083
2014B,FFF,Withdrawn,132,0,60,-24,630129
2014B,FFF,Withdrawn,221,0,120,-25,630168
2014B,FFF,Distinction,,0,60,-51,630177
2014B,FFF,Pass,,0,60,-45,630264
2014B,FFF,Withdrawn,62,0,60,-45,630269
2014B,FFF,Pass,,0,60,-25,630326
2014B,FFF,Fail,,0,60,-43,630426
2014B,FFF,Fail,,0,120,-45,630435
2014B,FFF,Pass,,0,60,-23,630452
2014B,FFF,Pass,,0,60,-50,630479
2014B,FFF,Pass,,0,60,-29,630488
2014B,FFF,Withdrawn,86,0,60,-22,630491
2014B,FFF,Withdrawn,55,0,60,-36,630574
2014B,FFF,Pass,,0,90,-43,630634
2014B,FFF,Pass,,0,60,-44,630653
2014B,FFF,Fail,,0,90,-45,630654
2014B,FFF,Pass,,0,60,-28,630655
2014B,FFF,Pass,,0,60,-15,630671
2014B,FFF,Pass,,0,60,-45,630734
2014B,FFF,Withdrawn,101,0,60,-29,630748
2014B,FFF,Fail,,0,120,-24,630759
2014B,FFF,Withdrawn,-15,0,60,-45,630782
2014B,FFF,Withdrawn,153,0,120,-44,630804
2014B,FFF,Withdrawn,72,0,60,-45,630812
2014B,FFF,Pass,,0,60,-29,630830
2014B,FFF,Pass,,0,90,-28,630854
2014B,FFF,Pass,,0,60,-45,630859
2014B,FFF,Fail,,0,120,-45,630867
2014B,FFF,Withdrawn,145,0,60,-45,630868
2014B,FFF,Withdrawn,10,0,120,-45,630870
2014B,FFF,Fail,,0,60,-45,630891
2014B,FFF,Pass,,0,120,-43,630912
2014B,FFF,Pass,,0,60,-45,630924
2014B,FFF,Distinction,,0,60,-34,630937
2014B,FFF,Withdrawn,-40,0,60,-45,630950
2014B,FFF,Pass,,0,60,-22,630966
2014B,FFF,Pass,,0,90,-15,631023
2014B,FFF,Withdrawn,145,0,90,-36,631075
2014B,FFF,Fail,,0,60,-45,631083
2014B,FFF,Fail,,0,60,-22,631099
2014B,FFF,Pass,,0,60,-39,631104
2014B,FFF,Fail,,0,90,-45,631111
2014B,FFF,Fail,,0,60,-45,631135
2014B,FFF,Withdrawn,17,0,60,-44,631195
2014B,FFF,Pass,,0,60,-43,631235
2014B,FFF,Pass,,0,60,-25,631247
2014B,FFF,Fail,,0,90,-43,631300
2014B,FFF,Pass,,0,60,-15,631311
2014B,FFF,Pass,,0,60,-25,631327
2014B,FFF,Withdrawn,0,0,90,-29,631365
2014B,FFF,Pass,,0,60,-29,631467
2014B,FFF,Distinction,,0,120,-22,631473
2014B,FFF,Withdrawn,90,0,60,-22,631524
2014B,FFF,Fail,,0,90,-39,631654
2014B,FFF,Pass,,0,90,-25,631673
2014B,FFF,Pass,,0,120,-17,631680
2014B,FFF,Fail,,0,90,-24,631701
2014B,FFF,Pass,,0,90,-29,631719
2014B,FFF,Pass,,0,60,-34,631765
2014B,FFF,Pass,,0,90,-34,631853
2014B,FFF,Distinction,,0,60,-34,631860
2014B,FFF,Pass,,0,60,-34,631880
2014B,FFF,Pass,,0,60,-24,631884
2014B,FFF,Fail,,0,60,-27,631913
2014B,FFF,Withdrawn,118,0,90,-28,631925
2014B,FFF,Fail,,0,90,-25,632019
2014B,FFF,Pass,,0,60,-29,632044
2014B,FFF,Fail,,0,60,-24,632078
2014B,FFF,Fail,,0,90,-29,632114
2014B,FFF,Withdrawn,115,0,60,-23,632124
2014B,FFF,Fail,,0,60,-15,632143
2014B,FFF,Withdrawn,0,0,90,-28,632235
2014B,FFF,Pass,,0,60,-27,632258
2014B,FFF,Distinction,,0,60,-25,632306
2014B,FFF,Pass,,0,60,-28,632316
2014B,FFF,Pass,,0,60,-29,632339
2014B,FFF,Fail,,0,60,-23,632363
2014B,FFF,Pass,,0,120,-28,632379
2014B,FFF,Pass,,0,60,-23,632380
2014B,FFF,Pass,,0,60,-24,632402
2014B,FFF,Distinction,,0,60,-25,632513
2014B,FFF,Pass,,0,60,-17,632544
2014B,FFF,Distinction,,0,60,-25,632588
2014B,FFF,Pass,,0,60,-22,632620
2014B,FFF,Withdrawn,0,0,60,-22,632621
2014B,FFF,Pass,,0,60,-22,632623
2014B,FFF,Withdrawn,-22,0,60,-29,632634
2014B,FFF,Pass,,0,120,-27,632691
2014B,FFF,Pass,,0,60,-17,632698
2014B,FFF,Pass,,0,60,-28,632705
2014B,FFF,Withdrawn,165,0,60,-22,632759
2014B,FFF,Withdrawn,3,0,90,-28,632773
2014B,FFF,Fail,,0,90,-27,632801
2014B,FFF,Fail,,0,60,-23,632840
2014B,FFF,Withdrawn,0,0,60,-27,632841
2014B,FFF,Pass,,0,60,-22,632848
2014B,FFF,Pass,,0,60,-24,632895
2014B,FFF,Withdrawn,138,0,60,-22,632923
2014B,FFF,Fail,,0,60,-17,632927
2014B,FFF,Pass,,0,60,-28,632929
2014B,FFF,Pass,,0,120,-27,632947
2014B,FFF,Withdrawn,62,0,90,-23,632958
2014B,FFF,Pass,,0,60,-27,632991
2014B,FFF,Pass,,0,60,-17,633047
2014B,FFF,Distinction,,0,60,-27,633077
2014B,FFF,Withdrawn,191,0,120,-22,633100
2014B,FFF,Withdrawn,-16,0,60,-26,633102
2014B,FFF,Fail,,0,120,-25,633157
2014B,FFF,Distinction,,0,60,-25,633179
2014B,FFF,Fail,,0,60,-25,633205
2014B,FFF,Fail,,0,60,-25,633207
2014B,FFF,Pass,,0,60,-22,633219
2014B,FFF,Fail,,0,60,-25,633221
2014B,FFF,Withdrawn,0,0,60,-24,633233
2014B,FFF,Pass,,0,60,-22,633238
2014B,FFF,Withdrawn,11,0,120,-24,633243
2014B,FFF,Fail,,0,60,-22,633292
2014B,FFF,Fail,,0,60,-22,633297
2014B,FFF,Distinction,,0,60,-25,633303
2014B,FFF,Fail,,0,60,-25,633305
2014B,FFF,Pass,,0,60,-25,633319
2014B,FFF,Pass,,0,60,-22,633328
2014B,FFF,Distinction,,0,60,-23,633388
2014B,FFF,Fail,,0,120,-24,633397
2014B,FFF,Withdrawn,0,0,60,-23,633401
2014B,FFF,Fail,,0,60,-22,633403
2014B,FFF,Fail,,0,60,-22,633411
2014B,FFF,Distinction,,0,60,-24,633504
2014B,FFF,Fail,,0,60,-25,633505
2014B,FFF,Withdrawn,32,0,60,-25,633558
2014B,FFF,Withdrawn,184,0,60,-10,633625
2014B,FFF,Withdrawn,107,0,60,-15,633676
2014B,FFF,Pass,,0,60,-22,633691
2014B,FFF,Pass,,0,60,-22,633717
2014B,FFF,Withdrawn,48,0,60,-24,633732
2014B,FFF,Withdrawn,-10,0,60,-24,633739
2014B,FFF,Pass,,0,60,-23,633745
2014B,FFF,Pass,,0,60,-15,633756
2014B,FFF,Pass,,0,60,-22,633773
2014B,FFF,Fail,,0,60,-23,633840
2014B,FFF,Withdrawn,59,0,60,-23,633881
2014B,FFF,Withdrawn,96,0,60,-17,633884
2014B,FFF,Fail,,0,60,-24,633924
2014B,FFF,Pass,,0,120,-22,633983
2014B,FFF,Withdrawn,0,0,60,-23,634007
2014B,FFF,Fail,,0,90,-23,634057
2014B,FFF,Pass,,0,90,-22,634070
2014B,FFF,Fail,,0,60,-23,634099
2014B,FFF,Pass,,0,60,-22,634111
2014B,FFF,Withdrawn,108,0,60,-17,634114
2014B,FFF,Pass,,0,120,-23,634139
2014B,FFF,Distinction,,0,60,-23,634155
2014B,FFF,Pass,,0,90,-22,634165
2014B,FFF,Withdrawn,12,0,90,-22,634176
2014B,FFF,Withdrawn,107,0,60,-22,634187
2014B,FFF,Fail,,0,60,-20,634200
2014B,FFF,Pass,,0,90,-22,634209
2014B,FFF,Fail,,0,60,-15,634245
2014B,FFF,Fail,,0,60,-23,634252
2014B,FFF,Withdrawn,87,0,60,-15,634254
2014B,FFF,Pass,,0,60,-17,634260
2014B,FFF,Fail,,0,120,-20,634279
2014B,FFF,Fail,,0,60,-22,634292
2014B,FFF,Withdrawn,-1,0,90,-22,634339
2014B,FFF,Pass,,0,60,6,634343
2014B,FFF,Fail,,0,120,-22,634349
2014B,FFF,Pass,,0,60,-23,634426
2014B,FFF,Pass,,0,60,-23,634427
2014B,FFF,Distinction,,0,60,-23,634429
2014B,FFF,Pass,,0,60,-23,634430
2014B,FFF,Pass,,0,60,-23,634431
2014B,FFF,Pass,,0,60,-23,634435
2014B,FFF,Fail,,0,60,-22,634479
2014B,FFF,Withdrawn,-5,0,60,-20,634480
2014B,FFF,Pass,,0,120,-22,634500
2014B,FFF,Pass,,0,60,-22,634536
2014B,FFF,Fail,,0,60,-22,634539
2014B,FFF,Pass,,0,60,-20,634616
2014B,FFF,Fail,,0,60,-15,634635
2014B,FFF,Pass,,0,60,-22,634636
2014B,FFF,Fail,,0,60,-22,634638
2014B,FFF,Fail,,0,60,-15,634682
2014B,FFF,Withdrawn,74,0,60,-20,634701
2014B,FFF,Withdrawn,80,0,60,-22,634774
2014B,FFF,Fail,,0,60,-22,634784
2014B,FFF,Withdrawn,0,0,60,-22,634796
2014B,FFF,Withdrawn,180,0,60,-15,634820
2014B,FFF,Fail,,0,60,-22,634859
2014B,FFF,Fail,,0,120,-17,634918
2014B,FFF,Pass,,0,60,-20,634919
2014B,FFF,Distinction,,0,60,-22,634924
2014B,FFF,Withdrawn,135,0,60,-21,634946
2014B,FFF,Withdrawn,-9,0,60,-21,634979
2014B,FFF,Distinction,,0,60,-21,634999
2014B,FFF,Pass,,0,90,-17,635034
2014B,FFF,Fail,,0,60,-17,635046
2014B,FFF,Withdrawn,46,0,60,-15,635079
2014B,FFF,Fail,,0,60,-20,635124
2014B,FFF,Fail,,1,120,-78,1006742
2014B,FFF,Fail,,0,60,-25,1017773
2014B,FFF,Fail,,0,60,-17,1045091
2014B,FFF,Pass,,0,90,-89,1072259
2014B,FFF,Withdrawn,-82,0,90,,1290731
2014B,FFF,Pass,,0,60,-69,1340760
2014B,FFF,Pass,,0,60,-45,1398489
2014B,FFF,Pass,,0,90,-39,1425806
2014B,FFF,Withdrawn,-50,0,90,-85,1450604
2014B,FFF,Pass,,0,60,-22,1465407
2014B,FFF,Fail,,2,150,-22,1498823
2014B,FFF,Withdrawn,94,0,90,-97,1514245
2014B,FFF,Pass,,0,60,-21,1526059
2014B,FFF,Withdrawn,97,2,120,-61,1528232
2014B,FFF,Fail,,0,60,-45,1548052
2014B,FFF,Pass,,0,60,-23,1578222
2014B,FFF,Withdrawn,158,0,120,-130,1588621
2014B,FFF,Pass,,0,60,-25,1615392
2014B,FFF,Pass,,0,60,-61,1627052
2014B,FFF,Pass,,0,120,-93,1641117
2014B,FFF,Withdrawn,-59,0,60,-143,1683192
2014B,FFF,Pass,,0,120,-117,1683803
2014B,FFF,Pass,,0,60,-17,1738364
2014B,FFF,Distinction,,0,60,-29,1744817
2014B,FFF,Pass,,0,60,-34,1757662
2014B,FFF,Pass,,0,60,-54,1768223
2014B,FFF,Withdrawn,-8,0,210,-23,1773925
2014B,FFF,Withdrawn,62,0,90,-54,1799963
2014B,FFF,Fail,,1,60,-134,1821249
2014B,FFF,Pass,,0,60,-23,1875728
2014B,FFF,Fail,,0,60,-96,1884024
2014B,FFF,Fail,,0,120,-185,1892879
2014B,FFF,Distinction,,0,120,-186,1919240
2014B,FFF,Fail,,0,150,-162,1928947
2014B,FFF,Fail,,1,120,-61,1933534
2014B,FFF,Withdrawn,14,1,60,-137,1936935
2014B,FFF,Fail,,0,60,-92,1939193
2014B,FFF,Withdrawn,52,0,210,-103,1961652
2014B,FFF,Withdrawn,94,1,120,-15,1962128
2014B,FFF,Withdrawn,54,0,60,-64,1984169
2014B,FFF,Pass,,0,60,-34,1999952
2014B,FFF,Fail,,0,60,-53,2010245
2014B,FFF,Withdrawn,32,0,60,-107,2022750
2014B,FFF,Pass,,0,120,-68,2025233
2014B,FFF,Fail,,0,60,-22,2055321
2014B,FFF,Withdrawn,193,0,90,-128,2058815
2014B,FFF,Pass,,0,90,-17,2074627
2014B,FFF,Pass,,0,90,-52,2095576
2014B,FFF,Fail,,0,60,-44,2097046
2014B,FFF,Withdrawn,226,0,60,-69,2114529
2014B,FFF,Pass,,0,60,-22,2131008
2014B,FFF,Withdrawn,226,0,60,-186,2156172
2014B,FFF,Withdrawn,178,2,60,-23,2161710
2014B,FFF,Fail,,3,180,-22,2164266
2014B,FFF,Pass,,0,60,-28,2176759
2014B,FFF,Distinction,,1,120,-66,2186992
2014B,FFF,Withdrawn,16,0,60,-21,2209846
2014B,FFF,Pass,,0,90,-61,2222615
2014B,FFF,Fail,,0,60,-132,2238019
2014B,FFF,Withdrawn,-16,0,60,-87,2239539
2014B,FFF,Fail,,3,60,-23,2242595
2014B,FFF,Pass,,0,90,-29,2242732
2014B,FFF,Pass,,0,60,-128,2244285
2014B,FFF,Pass,,1,120,-88,2256318
2014B,FFF,Distinction,,0,60,-169,2257112
2014B,FFF,Pass,,0,60,-29,2264054
2014B,FFF,Withdrawn,206,0,60,-129,2265419
2014B,FFF,Pass,,0,90,-21,2270880
2014B,FFF,Withdrawn,22,0,120,-42,2298316
2014B,FFF,Distinction,,0,60,-27,2299808
2014B,FFF,Pass,,0,120,-34,2303413
2014B,FFF,Distinction,,0,90,-67,2306016
